client_id,total_revenue,revenue_share_%,payment_count,avg_gap,recency,volatility,revenue_trend,revenue_drop_ratio,avg_payment_delay,churn_label,STAGE,RISK_%,PREDICTIVE_CLV,PRICE_STRATEGY
C001,532741.64,2.9769061752195825,54.0,33.43396226415094,29.0,0.7546497177027426,-3.0711553268535976,0.8701703934824526,0.0,0,ACTIVE,8.8,1917869.9,Maintain Rate
C002,618505.1499999999,3.456143958336191,67.0,27.424242424242426,9.0,0.7324527476878295,46.73024463245274,1.1848477084706643,0.0,0,GROWING,8.4,3092525.75,Premium Rate (+15%)
C003,89960.45,0.5026898575649774,62.0,29.688524590163933,13.0,0.6281630413179597,1.0634501775326577,1.1475185634257754,0.0,0,ACTIVE,9.2,323857.62,Maintain Rate
C004,215142.51000000004,1.2021944944480798,68.0,27.119402985074625,0.0,0.8109415113971911,5.480926251097427,1.2498403215254759,0.0,0,ACTIVE,8.0,774513.04,Maintain Rate
C005,146572.51999999996,0.8190323547930206,67.0,27.0,20.0,0.7936907804334474,-1.5370045494452853,1.2881220552641424,0.0,0,ACTIVE,9.2,527661.07,Maintain Rate
C006,44794.10999999999,0.2503049370656764,65.0,27.71875,31.0,0.645419912702403,0.978556381118879,1.1355985968901545,0.0,0,ACTIVE,9.6,161258.8,Maintain Rate
C007,444427.69000000006,2.4834167924241375,67.0,27.227272727272727,13.0,0.8357612268809207,13.2986682895682,0.6461736305169187,0.0,0,GROWING,9.6,2222138.45,Premium Rate (+15%)
C008,524064.2,2.928417521843253,65.0,27.5625,23.0,0.7952437093120086,-14.08867963286711,1.0095855687252386,0.0,0,DECLINING,9.2,1257754.08,Reduce Rate 10%
C009,414640.43,2.316968608954057,64.0,28.904761904761905,1.0,0.8840469543428556,12.0175853937729,1.36143765174611,0.0,0,GROWING,12.8,2073202.15,Premium Rate (+15%)
C010,448758.42000000016,2.507616471803825,62.0,29.42622950819672,11.0,0.7918560324020874,13.121525018256865,1.2205702511914764,0.0,0,GROWING,8.4,2243792.1,Premium Rate (+15%)
C011,297569.80000000005,1.662789819055361,43.0,39.976190476190474,156.0,0.8856317317597617,-18.319788583509553,1.1105117638998832,0.0,1,CHURNED,26.8,476111.68,Maintain Rate
C012,338568.6500000001,1.8918872287151383,44.0,40.395348837209305,56.0,0.9413696801007527,48.09849119097962,1.4581100691429247,0.0,0,GROWING,14.0,1692843.25,Premium Rate (+15%)
C013,51974.67000000001,0.2904291770359832,31.0,56.36666666666667,92.0,0.9189459260937244,1.0646975806451195,0.9388356927266854,0.0,1,CHURNED,34.8,83159.47,Maintain Rate
C014,362933.1999999999,2.0280338594749296,37.0,50.80555555555556,9.0,0.7052439693193056,25.929943100995676,1.0793741549069362,0.0,0,GROWING,27.6,1814666.0,Premium Rate (+15%)
C015,173048.84,0.9669793418261532,37.0,47.638888888888886,12.0,0.9175786190557614,-18.387456140350878,0.6915298071567824,0.0,0,DECLINING,11.2,415317.22,Reduce Rate 10%
C016,251625.66000000006,1.406058631155063,46.0,40.28888888888889,26.0,0.7913447853131481,22.815814986123943,1.2754819661367855,0.0,0,GROWING,10.8,1258128.3,Premium Rate (+15%)
C017,353305.37000000005,1.9742345233070941,39.0,45.89473684210526,40.0,0.7970796778330893,123.24223076923082,1.4768747437616188,0.0,0,GROWING,15.2,1766526.85,Premium Rate (+15%)
C018,245264.55,1.3705133945554773,39.0,47.21052631578947,6.0,1.0398518197114994,19.528109311740877,1.3856522034668883,0.0,0,GROWING,21.2,1226322.75,Premium Rate (+15%)
C019,255952.61000000004,1.430237188278674,37.0,50.333333333333336,13.0,0.717922937099599,3.8402821242295953,0.9471998164162406,0.0,0,ACTIVE,17.2,921429.4,Maintain Rate
C020,98156.35,0.5484877143299981,33.0,52.34375,154.0,0.6641946121004785,41.19653743315503,1.2765412672407666,0.0,1,CHURNED,41.6,157050.16,Maintain Rate
C021,145889.36000000002,0.8152149260996997,36.0,50.885714285714286,40.0,0.8538947736574115,1.4189523809524354,0.547869030411341,0.0,0,ACTIVE,15.6,525201.7,Maintain Rate
C022,223964.28999999998,1.251489705084193,36.0,51.2,4.0,0.8981121168021609,43.508330759330846,0.8816802517246387,0.0,0,GROWING,37.6,1119821.45,Premium Rate (+15%)
C023,387375.7,2.164616066917556,39.0,47.36842105263158,36.0,0.9237410312209108,55.47626113360332,1.1705638797640214,0.0,0,GROWING,13.6,1936878.5,Premium Rate (+15%)
C024,151039.3,0.8439922677544842,35.0,48.5,138.0,1.2095498693047082,-5.694554621848719,0.7176227623862694,0.0,1,CHURNED,37.2,241662.88,Maintain Rate
C025,247717.19,1.3842184977675909,33.0,53.21875,75.0,1.2317701017756004,69.56172794117646,0.750122343056392,0.0,0,CHURNED,47.6,396347.5,Maintain Rate
C026,162747.08000000002,0.9094141532675303,30.0,60.96551724137931,36.0,0.8153343315325131,-12.722091212458412,0.857535748876444,0.0,0,DECLINING,31.6,390592.99,Reduce Rate 10%
C027,172721.94999999998,0.9651527137074697,46.0,40.13333333333333,31.0,0.6674334550002037,-8.011140918902276,0.7385849234824087,0.0,0,ACTIVE,10.8,621799.02,Maintain Rate
C028,278833.07,1.5580908748533981,40.0,45.35897435897436,42.0,0.8917582942699093,-35.86158630393991,0.5033570569282375,0.0,0,DECLINING,13.2,669199.37,Reduce Rate 10%
C029,232074.44,1.296808399558605,31.0,54.833333333333336,63.0,0.834964269502807,-74.20294354838727,0.6743023097042197,0.0,0,CHURNED,29.6,371319.1,Maintain Rate
C030,344359.70999999996,1.9242470838131305,40.0,45.743589743589745,7.0,0.8812861805206359,58.704089118199,1.2537509391160262,0.0,0,GROWING,12.8,1721798.55,Premium Rate (+15%)
C031,69996.28,0.3911321033107136,40.0,46.333333333333336,22.0,0.9030863738261723,0.4828968105066028,1.0720234550279661,0.0,0,ACTIVE,11.6,251986.61,Maintain Rate
C032,34880.43,0.19490830013083713,43.0,43.45238095238095,1.0,0.8570997894749767,2.377604953186344,1.005783758616276,0.0,0,ACTIVE,9.2,125569.55,Maintain Rate
C033,351911.0,1.966442925369413,38.0,42.78378378378378,27.0,0.6837273013230291,-69.51786847576328,0.8422629855310082,0.0,0,DECLINING,30.8,844586.4,Reduce Rate 10%
C034,64847.72,0.362362472955766,41.0,42.35,91.0,0.9003521197551689,4.366085365853667,1.0903589621335015,0.0,1,CHURNED,22.0,103756.35,Maintain Rate
C035,138061.47,0.7714734718369173,46.0,37.37777777777778,120.0,0.8389685241970849,18.24938698735736,1.187380779577774,0.0,1,CHURNED,21.6,220898.35,Maintain Rate
C036,305609.83,1.7077166900916678,40.0,44.46153846153846,86.0,0.8648283279522819,71.51318292682923,1.0650308419431338,0.0,0,CHURNED,23.2,488975.73,Maintain Rate
C037,76557.65,0.42779637245044233,41.0,44.1,65.0,0.8550739067850142,26.046003484320572,1.4604128608649456,0.0,0,CHURNED,14.8,122492.24,Maintain Rate
C038,237160.54,1.3252290097774426,37.0,48.72222222222222,38.0,0.9472434901655983,-12.521237553342761,1.0486750663700917,0.0,0,DECLINING,20.4,569185.3,Reduce Rate 10%
C039,42553.82,0.23778642408575867,38.0,49.189189189189186,9.0,0.8466700713552755,-4.501247401247412,1.323195389689882,0.0,0,ACTIVE,14.0,153193.75,Maintain Rate
C040,65778.19,0.36756184481049203,47.0,35.65217391304348,170.0,0.8980511379009045,1.0542160037002835,0.8171874638127116,0.0,1,CHURNED,22.0,105245.1,Maintain Rate
C041,143226.11000000002,0.8003329555986637,40.0,45.23076923076923,22.0,0.6947092320877095,8.605346153846124,1.154088235232802,0.0,0,ACTIVE,10.0,515614.0,Maintain Rate
C042,300697.33999999997,1.6802661949197408,39.0,45.6578947368421,8.0,0.9486297280376855,10.773165991902852,0.7271547914142193,0.0,0,GROWING,13.6,1503486.7,Premium Rate (+15%)
C043,74709.05,0.4174665834076506,42.0,43.0,33.0,0.7211926245136542,-2.666413580747091,1.23580240930292,0.0,0,ACTIVE,9.2,268952.58,Maintain Rate
C044,308454.82,1.723614205253873,41.0,45.45,22.0,0.8094818002392568,16.912449477352034,0.9299381025624377,0.0,0,GROWING,9.6,1542274.1,Premium Rate (+15%)
C045,327054.2,1.8275456516060964,46.0,38.77777777777778,68.0,0.8292606653118652,53.61621831637364,0.784368548823571,0.0,0,CHURNED,22.8,523286.72,Maintain Rate
C046,273238.22,1.5268274213068962,51.0,35.72,31.0,0.8671249624776268,2.927213574660543,0.38432526126478134,0.0,1,ACTIVE,9.2,983657.59,Maintain Rate
C047,246417.71,1.3769571355121937,46.0,40.75555555555555,2.0,0.856368058262345,26.45568979340112,1.4833074221720182,0.0,0,GROWING,9.6,1232088.55,Premium Rate (+15%)
C048,201342.94000000003,1.1250838988723801,30.0,56.86206896551724,5.0,0.9553020478462328,-61.231884315906804,1.181455752790587,0.0,0,DECLINING,26.8,483223.06,Reduce Rate 10%
C049,166374.44,0.9296834725265702,46.0,39.24444444444445,42.0,0.885137066473479,4.883457292630284,1.3442458257327503,0.0,0,ACTIVE,12.8,598947.98,Maintain Rate
C050,277270.68000000005,1.5493603982210458,35.0,51.38235294117647,65.0,0.8439782421800834,148.8549075630251,1.3225387944019453,0.0,0,CHURNED,30.8,443633.09,Maintain Rate
C051,69153.22000000002,0.3864211696579948,10.0,166.88888888888889,104.0,0.7804225620152788,814.3768484848483,2.1633830985886524,0.0,1,CHURNED,30.0,110645.15,Maintain Rate
C052,38030.38,0.2125099007990952,10.0,183.33333333333334,86.0,1.3066034868933691,583.0288484848483,1.926499979351138,0.0,0,CHURNED,36.3,60848.61,Maintain Rate
C053,21243.309999999998,0.11870545865553875,21.0,81.9,165.0,0.9144410775967071,-9.579480519480489,0.7386019570949774,0.0,1,CHURNED,55.6,33989.3,Maintain Rate
C054,59251.57,0.33109175514130146,19.0,97.77777777777777,7.0,0.9823708806514538,9.422649122807146,0.8583156500149656,0.0,0,ACTIVE,34.4,213305.65,Maintain Rate
C055,23168.530000000002,0.12946339247624827,19.0,100.05555555555556,12.0,1.251866516856397,-11.218631578947369,1.072241727015065,0.0,0,DECLINING,46.0,55604.47,Reduce Rate 10%
C056,39871.329999999994,0.22279694241887643,13.0,147.91666666666666,24.0,2.0962297854591423,41.920164835164904,1.0487799670186886,0.0,0,GROWING,46.0,199356.65,Premium Rate (+15%)
C057,189498.85,1.0589003269239652,18.0,77.88235294117646,494.0,0.7244814265186668,153.78455108359125,0.7925713688822592,0.0,1,CHURNED,43.6,303198.16,Maintain Rate
C058,112915.41,0.6309598425729421,17.0,102.125,124.0,0.9663870784047258,379.3624999999999,1.810503056957032,0.0,1,CHURNED,32.4,180664.66,Maintain Rate
C059,247796.66999999998,1.3846626239350261,33.0,56.15625,6.0,1.0359878284019195,-104.32802807486631,1.0684236043225184,0.0,0,DECLINING,42.8,594712.01,Reduce Rate 10%
C060,66709.49,0.3727658546209172,26.0,68.16,69.0,1.1260082195480925,-19.64107692307695,1.117307827807771,0.0,0,CHURNED,35.6,106735.18,Maintain Rate
C061,76859.83,0.4294849235988524,17.0,79.5625,32.0,1.2159145038217354,295.2571813725489,2.130833521288592,0.0,0,GROWING,27.6,384299.15,Premium Rate (+15%)
C062,91871.08000000002,0.5133662639475531,20.0,84.10526315789474,181.0,1.0573027878149535,228.10893233082706,1.2310008934988603,0.0,1,CHURNED,40.0,146993.73,Maintain Rate
C063,31414.5,0.17554103531579696,16.0,102.73333333333333,176.0,0.8053584678858275,-81.99797058823525,0.6662321684617987,0.0,1,CHURNED,60.0,50263.2,Maintain Rate
C064,168163.6,0.9396811168865191,24.0,74.8695652173913,77.0,0.9775602943424625,185.4998347826086,1.382788228569863,0.0,0,CHURNED,39.2,269061.76,Maintain Rate
C065,41288.759999999995,0.230717397294417,25.0,70.375,150.0,0.8130274855110087,7.900076923076905,0.5707112460148277,0.0,1,CHURNED,52.8,66062.02,Maintain Rate
C066,96673.10000000002,0.5401994639796136,13.0,108.75,501.0,0.9185381680202674,216.28098901098917,0.9090208820932741,0.0,1,CHURNED,45.6,154676.96,Maintain Rate
C067,112657.01,0.6295159296179181,19.0,97.16666666666667,36.0,0.9018267282428719,-68.96531578947348,1.0336992722570304,0.0,0,DECLINING,48.0,270376.82,Reduce Rate 10%
C068,162865.76,0.9100773250535297,16.0,110.53333333333333,90.0,0.6867312244749856,336.1999411764706,0.8038938685516551,0.0,0,CHURNED,26.8,260585.22,Maintain Rate
C069,40814.590000000004,0.22806778349455742,19.0,98.61111111111111,64.0,0.818667242683051,52.76884210526315,1.1987694961400404,0.0,0,CHURNED,58.0,65303.34,Maintain Rate
C070,114950.68000000001,0.6423327246161764,15.0,111.21428571428571,169.0,0.8396800904704963,-228.3971785714283,0.8687169035939627,0.0,1,CHURNED,57.6,183921.09,Maintain Rate
C071,164107.97999999998,0.917018724244667,19.0,79.83333333333333,147.0,0.9944661924286645,-132.9162280701751,1.315938067704109,0.0,1,CHURNED,61.6,262572.77,Retention Discount (-10%)
C072,31721.819999999996,0.17725830826215133,14.0,134.23076923076923,62.0,0.9912305094979056,25.698329670329585,1.0171263065564926,0.0,0,CHURNED,45.2,50754.91,Maintain Rate
C073,212625.79,1.1881313187043951,23.0,78.04545454545455,87.0,1.1182525354861517,-294.2704841897234,0.6377750469267681,0.0,0,CHURNED,48.4,340201.26,Maintain Rate
C074,178183.85,0.995673256157337,17.0,110.4375,51.0,0.6488627897162924,217.460049019608,0.9778937835830851,0.0,0,GROWING,29.2,890919.25,Premium Rate (+15%)
C075,175731.39,0.9819691587669417,21.0,77.75,252.0,0.8098412076185475,167.03089610389617,1.4262165602075652,0.0,1,CHURNED,48.8,281170.22,Maintain Rate
C076,169849.54999999996,0.9491020342492228,23.0,68.27272727272727,273.0,0.9620240562704261,-66.16964426877476,1.1574944633412163,0.0,1,CHURNED,48.4,271759.28,Maintain Rate
C077,74377.84000000001,0.41561581556773775,17.0,108.8125,63.0,1.325329304083258,-140.4350490196076,0.4089687204919464,0.0,1,CHURNED,55.2,119004.54,Maintain Rate
C078,30681.390000000003,0.1714444910957596,17.0,88.5625,184.0,0.8160359738925154,-18.009509803921475,0.5940294727508462,0.0,1,CHURNED,60.4,49090.22,Retention Discount (-10%)
C079,255756.9,1.4291435806763992,23.0,79.27272727272727,23.0,1.2877116624350593,158.2558893280635,1.5687888586201784,0.0,0,GROWING,39.2,1278784.5,Premium Rate (+15%)
C080,130020.43999999999,0.7265410129021775,26.0,70.2,47.0,0.9483890997065498,-40.53974700854709,0.20578917188130533,0.0,1,DECLINING,43.2,312049.06,Reduce Rate 10%
C081,170259.00999999998,0.9513900551414991,23.0,79.68181818181819,66.0,0.92368730801013,186.76413043478243,0.9494754286652093,0.0,0,CHURNED,36.0,272414.42,Maintain Rate
C082,229727.14,1.2836919255673982,32.0,56.16129032258065,26.0,0.9305407853701518,14.557543988269824,0.5348706387356527,0.0,0,GROWING,24.4,1148635.7,Premium Rate (+15%)
C083,63337.54,0.3539237405005874,13.0,137.58333333333334,125.0,1.063937133565765,-140.16032967032956,0.7880705954808923,0.0,1,CHURNED,44.0,101340.06,Maintain Rate
C084,186597.97999999998,1.042690559997338,22.0,74.42857142857143,64.0,1.0027984331577398,-183.70860530773567,0.8989016054500122,0.0,0,CHURNED,45.2,298556.77,Maintain Rate
C085,98271.73,0.5491324460511694,24.0,71.3913043478261,33.0,1.0412948706001826,-9.303778260869684,1.1770009826181866,0.0,0,ACTIVE,40.4,353778.23,Maintain Rate
C086,90067.21999999999,0.5032864774806427,13.0,125.83333333333333,223.0,0.8461707079171765,2.262857142857476,0.1911579112563706,0.0,1,CHURNED,36.0,144107.55,Maintain Rate
C087,89806.98000000001,0.5018322827925026,18.0,103.76470588235294,13.0,1.0108988522673654,111.0545510835914,1.5081067382009958,0.0,0,GROWING,45.2,449034.9,Premium Rate (+15%)
C088,32798.56,0.18327502202063645,23.0,72.9090909090909,205.0,0.977242367269225,1.3022727272727361,0.6068644016135737,0.0,1,CHURNED,53.2,52477.7,Maintain Rate
C089,111033.41000000002,0.6204434177224963,19.0,81.5,67.0,0.87924138522548,237.3884561403509,0.8322233455093904,0.0,0,CHURNED,37.2,177653.46,Maintain Rate
C090,187287.05999999997,1.0465410690493808,23.0,72.36363636363636,166.0,1.749997131360186,-103.6297134387351,1.2875739782585889,0.0,1,CHURNED,60.8,299659.3,Retention Discount (-10%)
C091,12974.01,0.07249745014555388,20.0,81.47368421052632,224.0,0.821511994561126,-1.4003533834586699,1.0067865373046914,0.0,1,CHURNED,53.6,20758.42,Maintain Rate
C092,73718.26,0.4119301495194607,17.0,101.4375,93.0,1.0904518312135931,17.578088235294086,1.6839260391623332,0.0,1,CHURNED,38.8,117949.22,Maintain Rate
C093,118294.27000000002,0.6610163659369533,22.0,77.47619047619048,3.0,0.6949586940841699,25.871998870694384,0.9491169058572005,0.0,0,GROWING,49.6,591471.35,Premium Rate (+15%)
C094,157436.15000000002,0.8797372158440564,18.0,104.3529411764706,27.0,1.0914603155219986,71.48748194014472,1.0961590335671183,0.0,0,GROWING,50.4,787180.75,Premium Rate (+15%)
C095,14894.620000000003,0.0832296237544884,17.0,101.375,5.0,1.1578608073990404,33.73125,0.8290262740547942,0.0,0,GROWING,45.2,74473.1,Premium Rate (+15%)
C096,115241.01999999999,0.6439551150471425,26.0,72.64,21.0,1.3348389667132181,18.642782905982855,0.785957760890441,0.0,0,GROWING,43.6,576205.1,Premium Rate (+15%)
C097,158291.58999999997,0.8845173276793723,23.0,77.13636363636364,59.0,0.9388178909143248,120.49955533596834,1.2150639557424872,0.0,0,GROWING,48.8,791457.95,Premium Rate (+15%)
C098,142802.22,0.7979643013320029,20.0,92.89473684210526,8.0,0.8025123940013783,-141.44954887218046,0.2423689437068201,0.0,1,DECLINING,51.6,342725.33,Reduce Rate 10%
C099,179864.15,1.005062601893896,17.0,107.0625,95.0,1.1098486477840541,-354.66901960784287,1.4300973116190039,0.0,1,CHURNED,54.0,287782.64,Maintain Rate
C100,46929.719999999994,0.2622385088376533,19.0,94.0,108.0,1.19017212842969,-97.3445614035087,0.43965937633886776,0.0,1,CHURNED,59.2,75087.55,Maintain Rate
SELF,427057.0,2.3863511409972555,141.0,12.935714285714285,30.0,0.5954897236930334,6.166274241191822,1.579348752777465,0.0,0,ACTIVE,19.2,1537405.2,Maintain Rate
